id,rating,fresh,date,year
3,3.0,fresh,"August 24, 2012",2012
3,2.0,rotten,"August 24, 2012",2012
3,2.0,rotten,"August 23, 2012",2012
3,3.0,rotten,"August 23, 2012",2012
3,2.0,rotten,"August 23, 2012",2012
3,3.0,fresh,"August 23, 2012",2012
3,4.0,fresh,"August 23, 2012",2012
3,3.0,rotten,"August 23, 2012",2012
3,1.5,rotten,"August 23, 2012",2012
3,2.0,rotten,"August 23, 2012",2012
3,3.5,fresh,"August 23, 2012",2012
3,2.5,rotten,"August 23, 2012",2012
3,2.0,rotten,"August 23, 2012",2012
3,8.0,fresh,"August 23, 2012",2012
3,3.0,fresh,"August 23, 2012",2012
3,1.0,rotten,"August 23, 2012",2012
3,3.0,fresh,"August 23, 2012",2012
3,3.0,fresh,"August 23, 2012",2012
3,2.0,rotten,"August 23, 2012",2012
3,3.0,fresh,"August 22, 2012",2012
3,3.0,fresh,"August 22, 2012",2012
3,3.0,fresh,"August 22, 2012",2012
3,4.0,fresh,"August 22, 2012",2012
3,3.5,fresh,"August 22, 2012",2012
3,3.0,fresh,"August 22, 2012",2012
3,3.0,rotten,"August 21, 2012",2012
3,6.0,fresh,"August 21, 2012",2012
3,3.0,fresh,"August 21, 2012",2012
3,3.0,fresh,"August 21, 2012",2012
3,3.5,fresh,"August 20, 2012",2012
3,3.0,fresh,"August 17, 2012",2012
3,3.0,fresh,"August 17, 2012",2012
3,3.0,fresh,"August 17, 2012",2012
3,3.0,rotten,"August 17, 2012",2012
3,3.0,rotten,"August 17, 2012",2012
3,1.0,rotten,"August 17, 2012",2012
3,1.5,rotten,"August 16, 2012",2012
3,3.0,fresh,"August 16, 2012",2012
3,9.0,fresh,"August 16, 2012",2012
3,3.0,fresh,"August 16, 2012",2012
3,3.0,fresh,"August 16, 2012",2012
3,2.0,rotten,"August 16, 2012",2012
3,2.5,rotten,"August 16, 2012",2012
3,3.0,fresh,"August 16, 2012",2012
3,2.0,rotten,"August 16, 2012",2012
3,3.0,fresh,"August 16, 2012",2012
3,3.5,fresh,"August 16, 2012",2012
3,3.0,fresh,"August 16, 2012",2012
3,3.0,fresh,"August 16, 2012",2012
3,1.0,rotten,"August 16, 2012",2012
3,3.0,rotten,"August 16, 2012",2012
3,7.5,fresh,"August 15, 2012",2012
3,3.0,fresh,"August 15, 2012",2012
3,3.0,rotten,"August 14, 2012",2012
3,5.0,fresh,"August 14, 2012",2012
3,7.0,fresh,"August 14, 2012",2012
3,4.0,fresh,"August 14, 2012",2012
3,5.5,rotten,"August 13, 2012",2012
3,3.0,fresh,"August 13, 2012",2012
3,3.0,rotten,"August 13, 2012",2012
3,3.5,fresh,"August 12, 2012",2012
3,3.0,fresh,"August 10, 2012",2012
3,4.0,fresh,"August 7, 2012",2012
3,1.5,rotten,"August 6, 2012",2012
3,3.0,fresh,"August 6, 2012",2012
3,3.5,fresh,"August 6, 2012",2012
3,1.0,rotten,"August 5, 2012",2012
3,3.5,fresh,"August 4, 2012",2012
3,4.0,fresh,"August 2, 2012",2012
3,2.0,rotten,"August 1, 2012",2012
3,3.0,fresh,"August 1, 2012",2012
3,4.0,fresh,"July 30, 2012",2012
3,3.0,rotten,"July 29, 2012",2012
3,3.0,fresh,"July 6, 2012",2012
3,3.0,fresh,"June 28, 2012",2012
3,2.0,rotten,"June 27, 2012",2012
3,6.0,fresh,"June 25, 2012",2012
3,4.0,fresh,"June 20, 2012",2012
3,4.0,fresh,"June 18, 2012",2012
3,3.0,fresh,"June 18, 2012",2012
3,3.0,fresh,"June 18, 2012",2012
3,1.5,rotten,"June 17, 2012",2012
3,3.0,fresh,"June 15, 2012",2012
3,3.0,fresh,"June 15, 2012",2012
3,3.0,rotten,"June 15, 2012",2012
3,2.0,rotten,"June 15, 2012",2012
3,2.0,rotten,"June 14, 2012",2012
3,3.5,fresh,"June 14, 2012",2012
3,3.0,fresh,"June 14, 2012",2012
3,1.0,rotten,"June 14, 2012",2012
3,3.0,fresh,"June 14, 2012",2012
3,4.0,fresh,"June 14, 2012",2012
3,3.0,fresh,"June 14, 2012",2012
3,3.0,fresh,"June 14, 2012",2012
3,3.5,fresh,"June 13, 2012",2012
3,3.0,rotten,"June 13, 2012",2012
3,3.0,fresh,"June 11, 2012",2012
3,3.0,fresh,"June 8, 2012",2012
3,1.0,rotten,"June 8, 2012",2012
3,3.5,fresh,"June 7, 2012",2012
3,5.0,fresh,"June 3, 2012",2012
3,3.0,rotten,"May 30, 2012",2012
3,5.0,rotten,"May 30, 2012",2012
3,3.0,rotten,"May 29, 2012",2012
3,4.0,fresh,"May 26, 2012",2012
3,3.0,rotten,"May 26, 2012",2012
3,3.0,rotten,"May 25, 2012",2012
3,3.0,fresh,"May 25, 2012",2012
3,3.0,fresh,"May 25, 2012",2012
3,3.0,fresh,"May 25, 2012",2012
3,3.0,rotten,"May 25, 2012",2012
3,3.0,rotten,"May 25, 2012",2012
3,3.0,fresh,"May 25, 2012",2012
3,3.0,fresh,"May 25, 2012",2012
3,3.0,rotten,"May 25, 2012",2012
3,2.0,rotten,"May 25, 2012",2012
3,3.0,fresh,"December 25, 2012",2012
5,3.0,fresh,"February 26, 2018",2018
5,4.0,fresh,"July 12, 2016",2016
5,3.0,fresh,"June 7, 2011",2011
5,3.5,fresh,"September 10, 2005",2005
5,3.0,fresh,"December 3, 2003",2003
5,3.0,fresh,"August 27, 2002",2002
5,3.0,fresh,"October 10, 2005",2005
5,2.0,rotten,"October 9, 2005",2005
5,3.0,fresh,"April 28, 2005",2005
5,3.0,fresh,"August 24, 2004",2004
5,6.0,fresh,"November 5, 2003",2003
5,3.0,fresh,"August 22, 2003",2003
5,3.5,fresh,"May 14, 2003",2003
5,5.0,fresh,"November 7, 2002",2002
5,5.0,fresh,"August 21, 2002",2002
5,1.5,rotten,"April 12, 2002",2002
5,2.5,rotten,"January 1, 2000",2000
5,2.5,rotten,"January 1, 2000",2000
5,3.5,fresh,"January 1, 2000",2000
5,3.0,fresh,"January 1, 2000",2000
5,2.0,rotten,"January 1, 2000",2000
5,3.5,fresh,"January 1, 2000",2000
5,7.0,fresh,"January 1, 2000",2000
6,2.5,rotten,"April 25, 2018",2018
6,2.0,rotten,"April 25, 2014",2014
6,3.0,rotten,"April 25, 2014",2014
6,3.0,rotten,"April 25, 2014",2014
6,3.0,fresh,"April 25, 2014",2014
6,3.0,fresh,"April 25, 2014",2014
6,3.0,fresh,"April 25, 2014",2014
6,2.5,rotten,"April 25, 2014",2014
6,3.0,rotten,"April 25, 2014",2014
6,3.0,fresh,"April 25, 2014",2014
6,3.0,rotten,"April 25, 2014",2014
6,2.0,rotten,"April 25, 2014",2014
6,3.0,fresh,"April 25, 2014",2014
6,3.0,fresh,"April 25, 2014",2014
6,3.0,rotten,"January 18, 2013",2013
6,2.5,fresh,"March 29, 2012",2012
6,7.0,fresh,"March 1, 2012",2012
6,3.0,rotten,"February 9, 2012",2012
6,3.0,fresh,"November 5, 2008",2008
6,3.0,rotten,"November 5, 2008",2008
6,3.0,fresh,"November 5, 2008",2008
6,4.0,fresh,"November 5, 2008",2008
6,3.0,rotten,"November 5, 2008",2008
6,3.0,fresh,"June 9, 2008",2008
6,4.0,fresh,"January 20, 2007",2007
6,7.0,fresh,"May 6, 2006",2006
6,3.0,fresh,"April 12, 2006",2006
6,0.0,rotten,"February 9, 2006",2006
6,3.0,fresh,"January 26, 2006",2006
6,3.5,fresh,"January 11, 2004",2004
6,3.0,fresh,"November 13, 2003",2003
6,4.0,fresh,"September 8, 2003",2003
6,3.0,rotten,"May 20, 2003",2003
6,1.5,rotten,"May 20, 2003",2003
6,3.0,fresh,"August 30, 2002",2002
6,3.0,fresh,"August 26, 2002",2002
6,4.0,fresh,"August 23, 2002",2002
6,3.0,rotten,"August 5, 2002",2002
6,3.0,fresh,"July 26, 2002",2002
6,3.0,fresh,"January 1, 2000",2000
6,2.0,rotten,"January 1, 2000",2000
6,3.0,fresh,"January 1, 2000",2000
6,3.0,rotten,"January 1, 2000",2000
6,2.0,rotten,"January 1, 2000",2000
6,3.5,fresh,"January 1, 2000",2000
6,2.5,fresh,"January 1, 2000",2000
6,2.0,rotten,"January 1, 2000",2000
6,3.0,fresh,"January 1, 2000",2000
6,6.0,fresh,"January 1, 2000",2000
6,3.0,fresh,"August 17, 2005",2005
6,3.0,fresh,"February 5, 2005",2005
6,2.0,rotten,"October 21, 2004",2004
6,2.0,rotten,"May 14, 2004",2004
6,2.0,rotten,"December 2, 2003",2003
6,3.0,fresh,"February 21, 2003",2003
6,2.0,rotten,"October 13, 2002",2002
6,2.0,rotten,"July 31, 2002",2002
8,4.0,fresh,"December 26, 2010",2010
8,3.5,fresh,"September 19, 2010",2010
8,2.5,fresh,"July 1, 2004",2004
8,3.0,fresh,"March 5, 2002",2002
8,3.0,rotten,"February 14, 2001",2001
8,2.5,rotten,"January 1, 2000",2000
8,3.0,fresh,"January 1, 2000",2000
8,3.0,fresh,"January 1, 2000",2000
8,3.0,fresh,"January 1, 2000",2000
8,3.0,fresh,"January 1, 2000",2000
8,3.0,fresh,"January 1, 2000",2000
8,4.0,fresh,"January 1, 2000",2000
8,3.0,fresh,"January 1, 2000",2000
8,3.0,fresh,"January 1, 2000",2000
8,3.0,fresh,"January 1, 2000",2000
8,3.0,rotten,"January 1, 2000",2000
8,8.0,fresh,"January 1, 2000",2000
8,3.0,fresh,"January 1, 2000",2000
8,4.0,fresh,"January 1, 2000",2000
8,3.0,fresh,"January 1, 2000",2000
8,3.5,fresh,"January 1, 2000",2000
8,3.0,fresh,"January 1, 2000",2000
8,3.0,fresh,"January 1, 2000",2000
8,3.0,fresh,"January 1, 2000",2000
8,2.0,rotten,"January 1, 2000",2000
8,2.5,fresh,"January 1, 2000",2000
8,3.0,fresh,"January 1, 2000",2000
8,3.0,fresh,"January 1, 2000",2000
8,4.0,fresh,"January 1, 2000",2000
8,3.0,fresh,"January 1, 2000",2000
8,3.0,fresh,"January 1, 2000",2000
8,2.5,fresh,"January 1, 2000",2000
8,9.0,fresh,"January 1, 2000",2000
8,3.0,rotten,"January 1, 2000",2000
8,3.0,fresh,"January 1, 2000",2000
8,3.0,fresh,"January 1, 2000",2000
8,6.0,rotten,"January 1, 2000",2000
8,3.0,fresh,"January 1, 2000",2000
8,3.0,fresh,"January 1, 2000",2000
8,3.0,fresh,"January 1, 2000",2000
8,3.0,rotten,"January 1, 2000",2000
8,3.0,fresh,"January 1, 2000",2000
8,3.0,fresh,"January 1, 2000",2000
8,3.0,fresh,"January 1, 2000",2000
8,3.0,fresh,"January 1, 2000",2000
8,3.0,fresh,"January 1, 2000",2000
8,3.0,fresh,"January 1, 2000",2000
8,3.0,rotten,"January 1, 2000",2000
8,3.0,fresh,"January 1, 2000",2000
8,7.0,rotten,"January 1, 2000",2000
8,3.0,fresh,"January 1, 2000",2000
8,3.0,rotten,"January 1, 2000",2000
8,3.0,rotten,"January 1, 2000",2000
8,3.5,fresh,"January 1, 2000",2000
8,3.0,rotten,"January 1, 2000",2000
8,3.0,fresh,"January 1, 2000",2000
8,3.0,fresh,"January 1, 2000",2000
8,3.0,fresh,"July 24, 2006",2006
8,2.0,rotten,"May 14, 2003",2003
8,4.0,fresh,"February 8, 2003",2003
8,2.5,rotten,"April 12, 2002",2002
8,2.5,rotten,"March 22, 2002",2002
8,6.0,rotten,"July 24, 2001",2001
8,8.0,fresh,"January 1, 2001",2001
8,2.0,rotten,"January 1, 2000",2000
8,3.0,fresh,"January 1, 2000",2000
8,9.0,fresh,"January 1, 2000",2000
8,4.0,fresh,"January 1, 2000",2000
8,3.0,fresh,"January 1, 2000",2000
8,2.0,rotten,"January 1, 2000",2000
8,2.0,rotten,"January 1, 2000",2000
8,3.0,fresh,"January 1, 2000",2000
8,9.0,fresh,"January 1, 2000",2000
8,3.5,fresh,"January 1, 2000",2000
8,3.0,fresh,"January 1, 2000",2000
10,3.0,fresh,"August 12, 2008",2008
10,2.0,rotten,"August 7, 2008",2008
10,3.0,rotten,"August 6, 2008",2008
10,4.0,fresh,"December 30, 2006",2006
10,3.0,rotten,"January 26, 2006",2006
10,6.0,rotten,"March 16, 2004",2004
10,3.0,fresh,"August 1, 2003",2003
10,2.0,rotten,"April 1, 2003",2003
10,3.0,rotten,"March 19, 2003",2003
10,2.0,rotten,"March 10, 2003",2003
10,2.0,rotten,"February 8, 2003",2003
10,3.5,fresh,"November 26, 2002",2002
10,2.0,rotten,"November 19, 2002",2002
10,3.0,fresh,"November 9, 2002",2002
10,3.0,fresh,"November 7, 2002",2002
10,3.0,fresh,"October 15, 2002",2002
10,2.0,rotten,"September 13, 2002",2002
10,2.5,fresh,"September 10, 2002",2002
10,3.0,rotten,"August 29, 2002",2002
10,3.0,fresh,"August 20, 2002",2002
10,3.0,fresh,"August 18, 2002",2002
10,1.5,rotten,"July 22, 2002",2002
10,3.0,fresh,"July 11, 2002",2002
10,3.0,fresh,"June 29, 2002",2002
10,6.0,rotten,"June 12, 2002",2002
10,3.0,fresh,"June 11, 2002",2002
10,2.5,rotten,"June 6, 2002",2002
10,3.0,fresh,"June 3, 2002",2002
10,3.0,fresh,"May 30, 2002",2002
10,2.0,rotten,"March 4, 2002",2002
10,3.0,fresh,"February 26, 2002",2002
10,3.0,rotten,"January 26, 2002",2002
10,0.5,rotten,"January 25, 2002",2002
10,3.0,rotten,"January 24, 2002",2002
10,1.5,rotten,"January 22, 2002",2002
10,2.5,rotten,"January 20, 2002",2002
10,4.0,rotten,"January 20, 2002",2002
10,3.0,fresh,"January 18, 2002",2002
10,3.0,rotten,"January 17, 2002",2002
10,3.0,fresh,"January 16, 2002",2002
10,4.0,fresh,"January 15, 2002",2002
10,2.0,rotten,"January 15, 2002",2002
10,3.0,rotten,"January 14, 2002",2002
10,5.0,rotten,"January 14, 2002",2002
10,3.0,fresh,"January 13, 2002",2002
10,3.0,fresh,"January 13, 2002",2002
10,2.0,rotten,"January 13, 2002",2002
10,3.0,rotten,"January 13, 2002",2002
10,2.0,rotten,"January 12, 2002",2002
10,3.5,fresh,"January 11, 2002",2002
10,3.5,fresh,"January 11, 2002",2002
10,3.0,fresh,"January 11, 2002",2002
10,3.0,rotten,"January 11, 2002",2002
10,2.0,rotten,"January 11, 2002",2002
10,2.0,rotten,"January 11, 2002",2002
10,3.0,fresh,"January 11, 2002",2002
10,3.0,fresh,"January 11, 2002",2002
10,3.0,rotten,"January 11, 2002",2002
10,3.0,fresh,"January 11, 2002",2002
10,1.5,rotten,"January 11, 2002",2002
10,3.0,fresh,"January 11, 2002",2002
10,3.0,rotten,"January 11, 2002",2002
10,2.0,rotten,"January 11, 2002",2002
10,3.0,fresh,"January 11, 2002",2002
10,3.0,fresh,"January 11, 2002",2002
10,3.0,rotten,"January 11, 2002",2002
10,3.0,fresh,"January 11, 2002",2002
10,3.0,fresh,"January 11, 2002",2002
10,3.0,rotten,"January 11, 2002",2002
10,3.0,fresh,"January 11, 2002",2002
10,3.0,fresh,"January 11, 2002",2002
10,2.0,rotten,"January 11, 2002",2002
10,2.0,fresh,"January 11, 2002",2002
10,3.0,fresh,"January 11, 2002",2002
10,3.0,fresh,"January 11, 2002",2002
10,3.0,fresh,"January 11, 2002",2002
10,3.0,rotten,"January 11, 2002",2002
10,3.0,rotten,"January 11, 2002",2002
10,3.0,rotten,"January 11, 2002",2002
10,3.0,rotten,"January 10, 2002",2002
10,3.0,rotten,"January 10, 2002",2002
10,3.0,fresh,"January 10, 2002",2002
10,1.0,rotten,"January 10, 2002",2002
10,3.0,rotten,"January 10, 2002",2002
10,3.0,rotten,"January 10, 2002",2002
10,3.0,fresh,"January 10, 2002",2002
10,2.0,rotten,"January 10, 2002",2002
10,3.0,fresh,"January 10, 2002",2002
10,3.0,fresh,"January 10, 2002",2002
10,3.0,rotten,"January 10, 2002",2002
10,2.5,rotten,"January 10, 2002",2002
10,3.0,rotten,"January 10, 2002",2002
10,3.0,rotten,"January 10, 2002",2002
10,3.0,fresh,"January 10, 2002",2002
10,3.0,rotten,"January 10, 2002",2002
10,3.0,fresh,"January 10, 2002",2002
10,3.0,rotten,"January 10, 2002",2002
10,3.0,rotten,"January 10, 2002",2002
10,3.0,fresh,"January 10, 2002",2002
10,3.0,fresh,"January 10, 2002",2002
10,3.0,fresh,"January 10, 2002",2002
10,1.5,rotten,"January 9, 2002",2002
10,3.0,rotten,"January 9, 2002",2002
10,3.0,rotten,"January 9, 2002",2002
10,3.0,fresh,"January 9, 2002",2002
10,4.0,fresh,"January 8, 2002",2002
10,3.0,rotten,"January 8, 2002",2002
10,3.0,fresh,"March 2, 2002",2002
13,3.5,fresh,"April 9, 2018",2018
13,5.0,rotten,"August 25, 2008",2008
13,3.0,fresh,"November 17, 2007",2007
13,3.0,fresh,"October 22, 2007",2007
13,8.0,fresh,"October 3, 2007",2007
13,4.0,rotten,"September 14, 2007",2007
13,3.0,fresh,"August 3, 2007",2007
13,2.5,rotten,"July 20, 2007",2007
13,8.0,fresh,"June 29, 2007",2007
13,3.5,fresh,"June 22, 2007",2007
13,3.0,fresh,"June 20, 2007",2007
13,5.0,fresh,"June 19, 2007",2007
13,3.0,rotten,"June 18, 2007",2007
13,3.0,fresh,"June 14, 2007",2007
13,4.0,fresh,"June 12, 2007",2007
13,3.0,fresh,"June 8, 2007",2007
13,3.0,fresh,"June 8, 2007",2007
13,4.0,fresh,"June 8, 2007",2007
13,3.0,rotten,"June 7, 2007",2007
13,2.5,rotten,"June 7, 2007",2007
13,4.0,fresh,"June 7, 2007",2007
13,5.0,fresh,"June 2, 2007",2007
13,3.0,fresh,"June 2, 2007",2007
13,4.0,fresh,"June 2, 2007",2007
13,3.0,rotten,"June 1, 2007",2007
13,3.0,rotten,"June 1, 2007",2007
13,3.0,fresh,"May 30, 2007",2007
13,3.0,rotten,"May 25, 2007",2007
13,3.0,fresh,"May 25, 2007",2007
13,3.0,fresh,"May 25, 2007",2007
13,3.0,fresh,"May 24, 2007",2007
13,3.0,fresh,"May 18, 2007",2007
13,3.0,fresh,"May 18, 2007",2007
13,3.0,fresh,"May 18, 2007",2007
13,2.5,rotten,"May 18, 2007",2007
13,2.5,rotten,"May 17, 2007",2007
13,3.5,fresh,"May 17, 2007",2007
13,3.0,fresh,"May 15, 2007",2007
13,3.1,fresh,"May 14, 2007",2007
13,3.0,fresh,"May 13, 2007",2007
13,2.5,rotten,"May 11, 2007",2007
13,2.5,rotten,"May 11, 2007",2007
13,3.5,fresh,"May 11, 2007",2007
13,3.0,fresh,"May 11, 2007",2007
13,3.0,rotten,"May 11, 2007",2007
13,1.5,rotten,"May 10, 2007",2007
13,3.0,fresh,"May 7, 2007",2007
13,3.0,fresh,"May 4, 2007",2007
13,3.0,fresh,"May 4, 2007",2007
13,3.0,fresh,"May 3, 2007",2007
13,2.5,fresh,"May 3, 2007",2007
13,3.0,fresh,"April 30, 2007",2007
13,2.5,rotten,"April 28, 2007",2007
13,3.0,fresh,"April 28, 2007",2007
13,3.0,rotten,"April 28, 2007",2007
13,3.0,rotten,"April 27, 2007",2007
13,3.5,fresh,"April 27, 2007",2007
13,3.0,fresh,"April 27, 2007",2007
13,1.0,rotten,"April 27, 2007",2007
13,3.0,fresh,"April 27, 2007",2007
13,3.5,fresh,"April 27, 2007",2007
13,2.5,fresh,"April 27, 2007",2007
13,4.0,fresh,"April 27, 2007",2007
13,2.5,rotten,"April 27, 2007",2007
13,2.5,rotten,"April 27, 2007",2007
13,4.0,fresh,"April 26, 2007",2007
13,3.0,rotten,"April 26, 2007",2007
13,3.0,fresh,"April 26, 2007",2007
13,2.5,rotten,"April 26, 2007",2007
13,3.0,fresh,"April 26, 2007",2007
13,3.0,fresh,"April 25, 2007",2007
13,3.0,fresh,"April 24, 2007",2007
13,3.0,rotten,"April 24, 2007",2007
13,7.0,fresh,"April 24, 2007",2007
13,6.0,rotten,"April 24, 2007",2007
13,3.0,fresh,"April 23, 2007",2007
13,3.0,rotten,"April 23, 2007",2007
13,3.0,fresh,"April 23, 2007",2007
13,3.0,rotten,"April 15, 2007",2007
13,3.0,rotten,"April 12, 2007",2007
13,5.0,fresh,"March 17, 2007",2007
13,3.0,fresh,"December 30, 2006",2006
13,4.0,fresh,"November 29, 2006",2006
13,3.0,fresh,"September 27, 2006",2006
13,3.0,fresh,"September 23, 2006",2006
13,2.5,rotten,"September 23, 2006",2006
13,2.0,rotten,"September 11, 2006",2006
13,3.0,fresh,"July 20, 2006",2006
13,3.0,rotten,"July 13, 2006",2006
13,3.0,rotten,"May 25, 2006",2006
13,3.0,fresh,"February 18, 2012",2012
13,2.0,rotten,"November 17, 2011",2011
13,4.5,fresh,"December 7, 2007",2007
13,3.0,fresh,"June 2, 2007",2007
13,3.0,rotten,"April 27, 2006",2006
14,3.0,fresh,"March 22, 2018",2018
14,2.0,rotten,"August 30, 2012",2012
14,3.0,rotten,"November 3, 2010",2010
14,3.0,rotten,"October 12, 2010",2010
14,3.0,rotten,"August 17, 2010",2010
14,3.0,rotten,"August 5, 2010",2010
14,3.0,rotten,"July 14, 2010",2010
14,3.0,rotten,"July 9, 2010",2010
14,1.0,rotten,"July 7, 2010",2010
14,3.0,rotten,"July 6, 2010",2010
14,1.5,rotten,"July 6, 2010",2010
14,3.0,rotten,"July 6, 2010",2010
14,3.0,rotten,"July 6, 2010",2010
14,3.0,rotten,"July 6, 2010",2010
14,3.0,fresh,"July 2, 2010",2010
14,3.0,rotten,"July 2, 2010",2010
14,1.0,rotten,"July 1, 2010",2010
14,3.0,rotten,"July 1, 2010",2010
14,2.0,rotten,"July 1, 2010",2010
14,0.0,rotten,"July 1, 2010",2010
14,1.0,rotten,"July 1, 2010",2010
14,2.0,rotten,"July 1, 2010",2010
14,3.0,rotten,"June 30, 2010",2010
14,3.0,rotten,"June 30, 2010",2010
14,1.5,rotten,"June 30, 2010",2010
14,6.0,rotten,"June 30, 2010",2010
14,3.0,rotten,"June 30, 2010",2010
14,3.0,rotten,"June 30, 2010",2010
14,2.0,rotten,"June 30, 2010",2010
14,2.5,fresh,"June 30, 2010",2010
14,3.0,fresh,"June 30, 2010",2010
14,2.0,rotten,"June 29, 2010",2010
14,2.5,rotten,"June 29, 2010",2010
14,3.0,rotten,"June 29, 2010",2010
14,3.0,fresh,"June 28, 2010",2010
14,3.0,rotten,"June 28, 2010",2010
14,3.0,fresh,"June 28, 2010",2010
14,3.0,rotten,"June 28, 2010",2010
14,3.0,rotten,"June 28, 2010",2010
14,1.0,rotten,"June 28, 2010",2010
14,3.0,rotten,"June 27, 2010",2010
14,3.0,rotten,"June 25, 2010",2010
15,3.0,rotten,"August 3, 2018",2018
15,3.0,rotten,"December 13, 2017",2017
15,3.0,fresh,"April 9, 2016",2016
15,3.0,fresh,"September 21, 2014",2014
15,3.0,rotten,"July 17, 2014",2014
15,3.5,fresh,"June 17, 2008",2008
15,3.0,rotten,"June 17, 2008",2008
15,2.0,rotten,"June 17, 2008",2008
15,5.0,rotten,"May 12, 2006",2006
15,3.0,rotten,"February 9, 2006",2006
15,1.0,rotten,"May 12, 2005",2005
15,3.0,fresh,"December 31, 2004",2004
15,0.0,rotten,"September 17, 2004",2004
15,1.0,rotten,"May 26, 2004",2004
15,0.0,rotten,"January 2, 2004",2004
15,3.0,fresh,"December 28, 2003",2003
15,3.0,rotten,"May 20, 2003",2003
15,3.0,fresh,"May 14, 2003",2003
15,2.0,rotten,"April 28, 2003",2003
15,3.0,fresh,"March 23, 2003",2003
15,2.0,rotten,"September 24, 2001",2001
15,3.0,rotten,"February 13, 2001",2001
15,2.0,rotten,"January 1, 2000",2000
15,3.0,fresh,"January 1, 2000",2000
15,3.0,rotten,"January 1, 2000",2000
15,3.0,rotten,"January 1, 2000",2000
15,3.0,rotten,"January 1, 2000",2000
15,3.0,rotten,"January 1, 2000",2000
15,3.0,rotten,"January 1, 2000",2000
15,3.0,rotten,"January 1, 2000",2000
15,1.5,rotten,"January 1, 2000",2000
15,0.0,rotten,"January 1, 2000",2000
15,3.0,rotten,"January 1, 2000",2000
15,2.0,rotten,"January 1, 2000",2000
15,3.0,rotten,"January 1, 2000",2000
15,3.0,rotten,"September 7, 2011",2011
15,3.0,fresh,"August 25, 2005",2005
15,1.0,rotten,"June 29, 2005",2005
15,3.0,fresh,"November 18, 2004",2004
15,0.0,rotten,"February 12, 2004",2004
15,2.0,rotten,"February 8, 2004",2004
15,2.0,rotten,"November 20, 2003",2003
15,1.0,rotten,"May 10, 2003",2003
15,2.0,rotten,"April 3, 2003",2003
15,3.0,rotten,"June 9, 1995",1995
17,3.0,fresh,"May 24, 2014",2014
17,7.0,fresh,"September 12, 2012",2012
17,4.0,fresh,"December 29, 2010",2010
17,3.0,fresh,"May 15, 2009",2009
17,4.0,fresh,"May 25, 2007",2007
17,3.0,rotten,"May 4, 2005",2005
17,7.0,fresh,"August 24, 2004",2004
17,4.0,fresh,"November 21, 2003",2003
17,3.0,fresh,"November 20, 2003",2003
17,2.5,rotten,"November 20, 2003",2003
17,3.0,fresh,"November 19, 2003",2003
17,3.0,fresh,"November 18, 2003",2003
17,3.5,fresh,"November 18, 2003",2003
17,3.0,fresh,"November 17, 2003",2003
17,3.0,rotten,"November 17, 2003",2003
17,3.0,fresh,"November 17, 2003",2003
17,4.0,fresh,"November 16, 2003",2003
17,3.0,fresh,"November 16, 2003",2003
17,3.0,fresh,"November 15, 2003",2003
17,3.0,rotten,"November 15, 2003",2003
17,3.0,rotten,"November 15, 2003",2003
17,2.5,fresh,"November 14, 2003",2003
17,2.5,rotten,"November 14, 2003",2003
17,3.0,fresh,"November 14, 2003",2003
17,2.0,rotten,"November 14, 2003",2003
17,2.5,fresh,"November 14, 2003",2003
17,3.0,fresh,"November 14, 2003",2003
